,Profile factor,Symmetry,Crossflow,Flow_velocity_1,Flow_velocity_2,Flow_velocity_3,Flow_velocity_4,Sound_speed_1,Sound_speed_2,Sound_speed_3,Sound_speed_4,Signal_strength_1,Signal_strength_2,Signal_strength_3,Signal_strength_4,Signal_strength_5,Signal_strength_6,Signal_strength_7,Signal_strength_8,Signal_quality_1,Signal_quality_2,Signal_quality_3,Signal_quality_4,Signal_quality_5,Signal_quality_6,Signal_quality_7,Signal_quality_8,Gain_1,Gain_2,Gain_3,Gain_4,Gain_5,Gain_6,Gain_7,Gain_8,Transit_time_1,Transit_time_2,Transit_time_3,Transit_time_4,Transit_time_5,Transit_time_6,Transit_time_7,Transit_time_8,fault_class
0,1.1026897108469098,1.00442493353855,1.00674137629137,15.2286111111111,16.6763888888889,16.7130555555556,15.0513888888889,1485.4472222222198,1485.41666666667,1485.49166666667,1485.55,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3444.80555555556,2924.55555555556,3232.1111111111104,3193.1388888888896,3098.25,3328.6111111111104,3524.6111111111104,2507.5833333333303,15.5388888888889,15.5388888888889,10.0,10.0,17.2,17.2,17.7,17.7,86.5858333333333,85.5766666666666,106.985,105.53083333333299,106.71444444444401,105.255833333333,86.4611111111111,85.4608333333333,1
1,1.10143161440531,1.00372200232389,1.00825616845614,14.1066666666667,15.4075,15.4738888888889,13.930833333333302,1485.22222222222,1485.2111111111099,1485.2888888888901,1485.3527777777801,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3536.2222222222204,2981.19444444444,3260.3333333333303,3254.97222222222,3118.6666666666697,3335.6111111111104,3553.6666666666706,2601.27777777778,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.56,85.62805555555559,106.9425,105.603611111111,106.676111111111,105.32666666666701,86.43388888888892,85.5105555555556,1
2,1.09856774308336,1.0025278010960101,1.00910346915987,14.136666666666699,15.3880555555556,15.484444444444401,13.965833333333302,1485.06111111111,1485.04722222222,1485.13333333333,1485.18333333333,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3513.52777777778,3005.0,3284.8333333333303,3264.19444444444,3138.02777777778,3329.47222222222,3567.8888888888896,2592.75,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.5722222222222,85.6352777777778,106.954722222222,105.614722222222,106.68638888888901,105.336388888889,86.4447222222222,85.51916666666669,1
3,1.09951578884829,1.0070236551404301,1.00936315390448,14.1463888888889,15.405,15.439166666666699,13.9061111111111,1485.14444444444,1485.1138888888902,1485.2166666666699,1485.25,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3541.4722222222204,2990.72222222222,3282.9166666666697,3275.47222222222,3123.5,3334.25,3573.9166666666706,2607.19444444444,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.56611111111108,85.6308333333333,106.9525,105.60944444444401,106.681388888889,105.331666666667,86.4397222222222,85.5158333333334,1
4,1.1003362394739198,1.00066135066702,1.00670931058991,14.056944444444401,15.3636111111111,15.452222222222199,13.9488888888889,1485.20277777778,1485.18055555555,1485.2722222222199,1485.3,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3495.3333333333303,2970.3333333333303,3289.8888888888896,3244.19444444444,3117.27777777778,3332.0833333333303,3540.2222222222204,2592.6666666666697,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.56111111111109,85.63083333333341,106.946666666667,105.603888888889,106.676111111111,105.32888888888901,86.4369444444444,85.5122222222223,1
5,1.10226968232387,1.00282699544277,1.0066214500881,14.064166666666699,15.398333333333301,15.4538888888889,13.925555555555599,1485.2666666666698,1485.2472222222198,1485.3416666666699,1485.3638888888902,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3514.6388888888896,2981.1111111111104,3265.3888888888896,3249.22222222222,3117.0833333333303,3345.5833333333303,3531.75,2598.4166666666697,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.5572222222223,85.6269444444444,106.941111111111,105.60055555555599,106.67166666666701,105.32361111111099,86.4325,85.5088888888889,1
6,1.10142468797746,1.00377462017293,1.0088868234111301,14.091944444444401,15.381666666666698,15.4563888888889,13.9063888888889,1485.3361111111099,1485.31666666667,1485.3972222222199,1485.43611111111,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3515.97222222222,2971.5,3251.6388888888896,3248.97222222222,3117.72222222222,3354.5,3549.6111111111104,2614.3333333333303,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.5552777777778,85.6222222222222,106.9375,105.594722222222,106.668055555556,105.320277777778,86.4269444444445,85.5075,1
7,1.1013475912488402,1.00141341287245,1.00786137292518,12.790277777777801,13.975555555555598,14.061388888888901,12.666666666666698,1485.23611111111,1485.20833333333,1485.2888888888901,1485.33055555556,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3580.5,3066.94444444444,3309.05555555556,3283.44444444444,3162.1388888888896,3363.55555555556,3571.0277777777796,2669.25,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.51638888888891,85.6688888888889,106.883611111111,105.665,106.61388888888901,105.38861111111099,86.3925,85.55472222222221,1
8,1.1044561915468702,1.00018187398407,1.00757567114286,11.6602777777778,12.7811111111111,12.8711111111111,11.565833333333302,1485.1027777777801,1485.10555555555,1485.2,1485.20555555556,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3624.4166666666706,3145.1111111111104,3335.8333333333303,3315.05555555556,3219.52777777778,3388.97222222222,3570.8611111111104,2741.22222222222,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.48777777777771,85.7130555555555,106.837777777778,105.724166666667,106.56805555555599,105.448333333333,86.36361111111108,85.5975,1
9,1.10360576203169,1.00632676378178,1.00853552178202,9.3475,10.2255555555556,10.2469444444444,9.20305555555555,1485.2,1485.22222222222,1485.2888888888901,1485.30555555556,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,3670.0277777777796,3272.72222222222,3385.05555555556,3414.5833333333303,3286.5833333333303,3414.25,3577.55555555556,2894.8888888888896,15.5,15.5,10.0,10.0,17.2,17.2,17.7,17.7,86.4041666666667,85.7866666666667,106.71944444444401,105.8275,106.445555555556,105.554166666667,86.2791666666667,85.6697222222222,1
